index,drug,side_effect,label,output_pure_llm,output_format_a,output_format_b,output_graphrag
501,acth(1-39,alkalosis hypokalaemic,1,0,0,1,1
502,acth(1-39,atrioventricular dissociation,0,0,0,0,0
503,acth(1-39,bacterial infection,0,0,1,1,0
504,acth(1-39,ejaculation failure,0,0,0,0,0
505,acth(1-39,erythema,1,0,1,1,1
506,acth(1-39,haematocrit increased,0,0,0,0,0
507,acth(1-39,headache,1,0,1,1,1
508,acth(1-39,hypertonia,0,0,0,0,0
509,acth(1-39,infection,1,0,1,1,1
510,acth(1-39,intracranial pressure increased,1,0,1,1,1
511,acth(1-39,irritability,1,0,1,1,1
512,acth(1-39,lipoedema,0,0,0,0,0
513,acth(1-39,middle ear effusion,0,0,0,0,0
514,acth(1-39,papilloedema,1,0,1,1,1
515,acth(1-39,pulmonary fibrosis,0,0,0,0,0
516,acth(1-39,rash,1,0,1,1,1
517,acth(1-39,shock,1,0,1,1,1
518,acth(1-39,staphylococcal bacteraemia,0,0,0,0,0
519,acth(1-39,vomiting,1,0,1,1,1
520,actinomycin,abdominal pain,1,1,1,1,1
521,actinomycin,alcoholism,0,0,0,0,0
522,actinomycin,alopecia,1,1,1,1,1
523,actinomycin,blood albumin increased,0,0,0,0,0
524,actinomycin,carcinoid tumour,0,0,0,0,0
525,actinomycin,cheilitis,1,0,1,1,1
526,actinomycin,chills,1,1,1,1,1
527,actinomycin,diarrhoea,1,0,1,1,1
528,actinomycin,erythema multiforme,1,0,1,1,1
529,actinomycin,flushing,1,0,1,1,1
530,actinomycin,gingival ulceration,0,1,1,1,0
531,actinomycin,kidney fibrosis,0,1,0,0,0
532,actinomycin,malaise,1,1,1,1,1
533,actinomycin,musculoskeletal disorder,0,0,0,1,0
534,actinomycin,obliterative bronchiolitis,0,1,0,0,0
535,actinomycin,pancytopenia,1,1,1,1,1
536,actinomycin,pathological gambling,0,0,0,0,0
537,actinomycin,scotoma,0,0,0,0,0
538,actinomycin,vaginal odour,0,0,0,0,0
539,actinomycin,venoocclusive liver disease,1,0,1,1,1
540,acyclovir,anxiety,0,0,0,0,0
541,acyclovir,coma,1,0,1,1,1
542,acyclovir,convulsion,1,1,1,1,1
543,acyclovir,delirium,1,1,1,1,1
544,acyclovir,gastrinoma,0,0,0,0,0
545,acyclovir,haematuria,1,0,1,1,1
546,acyclovir,"hallucinations, mixed",1,0,1,1,1
547,acyclovir,humerus fracture,0,0,0,0,0
548,acyclovir,hypotension,1,0,1,1,1
549,acyclovir,lymphadenitis,0,0,0,0,0
550,acyclovir,lymphadenopathy,1,0,0,1,1
551,acyclovir,muscle contracture,0,0,0,0,0
552,acyclovir,ovarian enlargement,0,0,0,0,0
553,acyclovir,rash,1,1,0,1,1
554,acyclovir,salivary hypersecretion,0,0,0,0,0
555,acyclovir,skin atrophy,0,0,0,0,0
556,acyclovir,sudden unexplained death in epilepsy,0,0,0,0,0
557,acyclovir,thrombophlebitis superficial,1,0,0,1,1
558,acyclovir,tinea cruris,0,0,0,0,0
559,acyclovir,upper respiratory tract infection,1,0,0,1,1
560,adapalene,arthropod bite,0,0,0,0,0
561,adapalene,dermatitis bullous,1,0,1,1,1
562,adapalene,erythema of eyelid,1,1,1,1,1
563,adapalene,face oedema,1,0,1,1,1
564,adapalene,foetal disorder,1,0,1,1,1
565,adapalene,hypertensive encephalopathy,0,0,0,0,0
566,adapalene,instillation site pain,1,1,1,1,1
567,adapalene,keratitis,1,0,1,1,1
568,adapalene,lip ulceration,0,1,0,0,0
569,adapalene,migraine without aura,0,0,0,0,0
570,adapalene,optic neuritis,1,0,1,1,1
571,adapalene,palpitations,0,0,0,0,0
572,adapalene,paraesthesia,0,0,1,0,0
573,adapalene,parkinsonian gait,0,0,0,0,0
574,adapalene,pruritus,1,1,1,1,1
575,adapalene,pulmonary infarction,0,0,0,0,0
576,adapalene,skin discolouration,1,1,1,1,1
577,adapalene,skin swelling,1,1,1,1,1
578,adapalene,tongue discolouration,0,0,0,0,0
579,adapalene,vertigo,0,0,0,0,0
580,adefovir,alanine aminotransferase increased,1,0,0,1,1
581,adefovir,anaemia,1,0,1,1,1
582,adefovir,blood creatinine increased,1,1,1,1,1
583,adefovir,blood phosphorus increased,0,1,0,0,0
584,adefovir,ear pruritus,0,0,1,1,0
585,adefovir,fracture,1,0,1,1,1
586,adefovir,hepatic failure,1,1,1,1,1
587,adefovir,hepatobiliary disease,1,1,1,1,1
588,adefovir,ingrown hair,0,0,0,0,0
589,adefovir,intermittent explosive disorder,0,0,0,0,0
590,adefovir,laceration,0,0,0,0,0
591,adefovir,liver disorder,1,1,1,1,1
592,adefovir,mesenteric artery thrombosis,0,0,0,0,0
593,adefovir,myalgia,1,1,1,1,1
594,adefovir,postmenopausal haemorrhage,0,0,0,0,0
595,adefovir,postoperative wound infection,0,0,0,0,0
596,adefovir,progesterone,0,0,0,0,0
597,adefovir,skin disorder,1,1,1,1,1
598,adefovir,vaginal mucosal blistering,0,1,0,0,0
599,adefovir,weight decreased,1,0,1,1,1
600,adenosine,apnoea,1,1,1,1,1
601,adenosine,atrioventricular block second degree,1,1,1,1,1
602,adenosine,cushing's syndrome,0,0,0,0,0
603,adenosine,ear pruritus,0,0,1,0,0
604,adenosine,extrasystoles,1,1,1,1,1
605,adenosine,flushing,1,1,1,1,1
606,adenosine,genital burning sensation,0,0,1,1,0
607,adenosine,helicobacter gastritis,0,0,0,0,0
608,adenosine,hypotension,1,1,1,1,1
609,adenosine,leukaemia cutis,0,0,0,0,0
610,adenosine,limb discomfort,1,1,1,1,1
611,adenosine,myocardial ischaemia,1,1,1,1,1
612,adenosine,nasal congestion,1,0,1,1,1
613,adenosine,oculorespiratory syndrome,0,0,0,0,0
614,adenosine,oesophagitis,0,0,0,0,0
615,adenosine,prostatic pain,0,0,0,0,0
616,adenosine,rhinalgia,0,0,0,0,0
617,adenosine,supraventricular extrasystoles,1,0,1,1,1
618,adenosine,vasomotor rhinitis,0,0,0,0,0
619,adenosine,ventricular extrasystoles,1,0,1,1,1
620,agomelatine,angioedema,1,1,1,1,1
621,agomelatine,application site vesicles,0,0,0,0,0
622,agomelatine,asthenia,1,1,1,1,1
623,agomelatine,blood alkaline phosphatase increased,1,0,1,1,1
624,agomelatine,dry mouth,1,0,1,1,1
625,agomelatine,hypervitaminosis d,0,0,0,0,0
626,agomelatine,increased appetite,0,0,0,0,0
627,agomelatine,infestation,1,0,1,1,1
628,agomelatine,influenza,1,0,0,1,1
629,agomelatine,irritability,1,1,1,1,1
630,agomelatine,multiple sclerosis,0,0,0,0,0
631,agomelatine,proctitis herpes,0,0,0,0,0
632,agomelatine,pulmonary microemboli,0,1,0,0,0
633,agomelatine,rash erythematous,1,1,1,1,1
634,agomelatine,renal artery stenosis,0,0,0,0,0
635,agomelatine,sense of oppression,0,0,0,0,0
636,agomelatine,strangury,0,0,0,0,0
637,agomelatine,suicidal ideation,1,1,1,1,1
638,agomelatine,urge incontinence,0,1,0,0,0
639,agomelatine,urticaria,1,1,1,1,1
640,albendazole,agranulocytosis,1,0,1,1,1
641,albendazole,chronic eosinophilic leukaemia,0,0,0,0,0
642,albendazole,dandruff,0,0,1,0,0
643,albendazole,erythema multiforme,1,1,1,1,1
644,albendazole,gastric haemorrhage,0,0,0,0,0
645,albendazole,hepatobiliary disease,1,0,1,1,1
646,albendazole,hereditary angioedema,0,0,0,0,0
647,albendazole,immune system disorder,1,0,1,1,1
648,albendazole,intracranial pressure increased,1,0,1,1,1
649,albendazole,local swelling,0,0,0,0,0
650,albendazole,myocarditis,0,0,0,0,0
651,albendazole,nausea,1,1,1,1,1
652,albendazole,pancytopenia,1,0,1,1,1
653,albendazole,pituitary tumour benign,0,0,0,0,0
654,albendazole,renal failure acute,1,0,1,1,1
655,albendazole,skin fibrosis,0,0,1,0,0
656,albendazole,streptococcal sepsis,0,0,0,0,0
657,albendazole,thrombocytopenia,1,0,1,1,1
658,albendazole,tumour necrosis,0,0,0,0,0
659,albendazole,urethral disorder,1,0,1,1,1
660,alendronate,adverse reaction,0,1,1,1,0
661,alendronate,alopecia,1,0,1,1,1
662,alendronate,catheter site infection,0,0,0,0,0
663,alendronate,catheter site phlebitis,0,0,0,0,0
664,alendronate,drug interaction,1,1,1,1,1
665,alendronate,duodenal ulcer,1,0,1,1,1
666,alendronate,epicondylitis,0,0,0,0,0
667,alendronate,femur fracture,1,0,1,1,1
668,alendronate,gastritis,1,1,1,1,1
669,alendronate,haematospermia,0,0,1,0,0
670,alendronate,haemoglobin,1,0,0,1,1
671,alendronate,hypertrophic scar,0,0,0,0,0
672,alendronate,malaise,1,0,1,1,1
673,alendronate,oesophageal stenosis,1,0,1,1,1
674,alendronate,oral fungal infection,0,1,0,0,0
675,alendronate,orchitis,0,0,0,0,0
676,alendronate,osteonecrosis of jaw,1,1,1,1,1
677,alendronate,rash,1,1,1,1,1
678,alendronate,sickle cell anaemia with crisis,0,0,0,0,0
679,alendronate,vulvitis,0,0,0,0,0
680,alfentanil,asthenia,1,1,1,1,1
681,alfentanil,bronchospasm,1,0,1,1,1
682,alfentanil,connective tissue disorder,1,0,1,1,1
683,alfentanil,drug reaction with eosinophilia and systemic symptoms,0,0,0,0,0
684,alfentanil,electrocardiogram st-t change,0,0,0,0,0
685,alfentanil,gastrointestinal disorder,1,1,1,1,1
686,alfentanil,hiccups,1,0,1,1,1
687,alfentanil,injection site pain,1,1,1,1,1
688,alfentanil,mental disorder,1,0,1,1,1
689,alfentanil,mucosal atrophy,0,0,0,0,0
690,alfentanil,onychomadesis,0,0,0,0,0
691,alfentanil,panniculitis,0,0,0,0,0
692,alfentanil,peripheral arterial occlusive disease,0,0,0,0,0
693,alfentanil,somnolence,1,1,1,1,1
694,alfentanil,spontaneous haematoma,0,0,0,0,0
695,alfentanil,sudden visual loss,0,0,1,1,0
696,alfentanil,tachycardia,1,1,1,1,1
697,alfentanil,vision blurred,1,0,1,1,1
698,alfentanil,vulvovaginal disorder,0,0,0,0,0
699,alfentanil,white blood cells urine positive,0,0,0,0,0
700,alfuzosin,blood pressure systolic decreased,1,0,1,1,1
701,alfuzosin,cholestatic liver injury,1,0,1,1,1
702,alfuzosin,convulsion,0,0,0,0,0
703,alfuzosin,discomfort,1,1,1,1,1
704,alfuzosin,electroencephalogram abnormal,0,0,0,0,0
705,alfuzosin,feeling jittery,0,0,0,0,0
706,alfuzosin,female sexual arousal disorder,0,0,0,0,0
707,alfuzosin,haemolytic uraemic syndrome,0,0,0,0,0
708,alfuzosin,intervertebral disc disorder,1,0,1,1,1
709,alfuzosin,lymphoproliferative disorder,0,0,0,0,0
710,alfuzosin,orthostatic hypotension,1,1,1,1,1
711,alfuzosin,pharyngitis,1,0,1,1,1
712,alfuzosin,pulmonary ossification,0,0,0,0,0
713,alfuzosin,skin disorder,1,0,1,1,1
714,alfuzosin,sticky skin,0,0,0,0,0
715,alfuzosin,supernumerary nipple,0,0,0,0,0
716,alfuzosin,tachycardia,1,0,1,1,1
717,alfuzosin,thirst,0,0,0,0,0
718,alfuzosin,toxic epidermal necrolysis,1,0,1,1,1
719,alfuzosin,vertigo,1,0,1,1,1
720,aliskiren,brain herniation,0,0,0,0,0
721,aliskiren,cataract traumatic,0,0,0,0,0
722,aliskiren,catheter site cellulitis,0,0,0,0,0
723,aliskiren,convulsion,1,0,1,1,1
724,aliskiren,diarrhoea,1,0,1,1,1
725,aliskiren,drug effect increased,1,0,1,1,1
726,aliskiren,emotional poverty,0,0,0,0,0
727,aliskiren,epilepsy,0,0,0,1,0
728,aliskiren,floppy infant,0,0,0,0,0
729,aliskiren,haematocrit decreased,1,0,1,1,1
730,aliskiren,laryngeal pain,1,0,1,1,1
731,aliskiren,nasopharyngitis,1,0,1,1,1
732,aliskiren,nephrolithiasis,1,1,1,1,1
733,aliskiren,pruritus,1,0,1,1,1
734,aliskiren,purple glove syndrome,0,0,0,0,0
735,aliskiren,renal failure,1,1,1,1,1
736,aliskiren,reversible ischaemic neurological deficit,0,0,0,0,0
737,aliskiren,streptococcal sepsis,0,0,0,0,0
738,aliskiren,urethral syndrome,0,0,0,1,0
739,aliskiren,vertigo,1,0,1,1,1
740,allopurinol,adnexal torsion,0,0,0,0,0
741,allopurinol,anorgasmia,0,0,0,0,0
742,allopurinol,asthma,1,1,1,1,1
743,allopurinol,back pain,0,1,0,1,0
744,allopurinol,decreased appetite,1,1,1,1,1
745,allopurinol,eosinophil count increased,0,0,1,1,0
746,allopurinol,escherichia bacteraemia,0,0,0,0,0
747,allopurinol,gynaecomastia,1,1,1,1,1
748,allopurinol,hangover,0,0,0,0,0
749,allopurinol,hypomagnesaemia,1,1,0,1,1
750,allopurinol,injection site haematoma,0,0,0,0,0
751,allopurinol,lichen planus,1,1,0,1,1
752,allopurinol,myopathy,1,1,1,1,1
753,allopurinol,neutropenic colitis,0,0,0,0,0
754,allopurinol,pancreatitis haemorrhagic,1,0,0,1,1
755,allopurinol,somnolence,1,1,0,1,1
756,allopurinol,ventricular fibrillation,1,0,0,1,1
757,allopurinol,vitreous floaters,0,0,0,0,0
758,allopurinol,vocal cord paresis,0,0,0,0,0
759,allopurinol,weight increased,1,0,0,1,1
760,almotriptan,abdominal pain upper,1,0,1,1,1
761,almotriptan,emotional poverty,0,0,0,0,0
762,almotriptan,gastroenteritis,1,0,1,1,1
763,almotriptan,genetic polymorphism,0,0,0,0,0
764,almotriptan,hypoaesthesia,1,0,1,1,1
765,almotriptan,hypoaesthesia oral,1,0,1,1,1
766,almotriptan,large intestine perforation,0,0,0,0,0
767,almotriptan,lung infiltration,0,0,0,0,0
768,almotriptan,mental disorder,1,0,1,1,1
769,almotriptan,myalgia,1,1,1,1,1
770,almotriptan,myocardial infarction,1,0,1,1,1
771,almotriptan,myocardial ischaemia,1,0,1,1,1
772,almotriptan,nervousness,1,0,1,1,1
773,almotriptan,pancreatitis acute,0,0,0,0,0
774,almotriptan,penile haematoma,0,0,0,0,0
775,almotriptan,pulmonary hypoplasia,0,0,0,0,0
776,almotriptan,toothache,0,0,0,0,0
777,almotriptan,ventricular fibrillation,1,0,0,1,1
778,almotriptan,weight increased,0,0,0,0,0
779,almotriptan,withdrawal hypertension,0,0,0,0,0
780,alosetron,abdominal distension,1,1,1,1,1
781,alosetron,acetonaemia,0,0,0,0,0
782,alosetron,anaphylactoid reaction,0,1,0,0,0
783,alosetron,apathy,0,0,0,0,0
784,alosetron,bladder pain,1,1,1,1,1
785,alosetron,discomfort,1,1,1,1,1
786,alosetron,feeling cold,1,0,1,1,1
787,alosetron,haematoma,1,0,1,1,1
788,alosetron,headache,1,1,1,1,1
789,alosetron,heart rate abnormal,0,1,0,1,0
790,alosetron,hyperkalaemia,0,0,0,0,0
791,alosetron,lupus-like syndrome,0,0,0,0,0
792,alosetron,nasopharyngitis,1,0,1,1,1
793,alosetron,oculomucocutaneous syndrome,0,0,0,0,0
794,alosetron,pain,1,1,1,1,1
795,alosetron,photophobia,1,0,1,1,1
796,alosetron,proteinuria,0,0,0,0,0
797,alosetron,radiation skin injury,0,0,0,0,0
798,alosetron,subileus,0,0,0,1,0
799,alosetron,tenderness,1,0,0,1,1
800,alpha-methyl-p-tyrosine,abdominal abscess,0,0,0,0,0
801,alpha-methyl-p-tyrosine,anxiety,1,1,1,1,1
802,alpha-methyl-p-tyrosine,application site oedema,0,1,1,1,0
803,alpha-methyl-p-tyrosine,asthenia,1,1,1,1,1
804,alpha-methyl-p-tyrosine,blood disorder,1,1,1,1,1
805,alpha-methyl-p-tyrosine,blood fibrinogen decreased,0,0,0,0,0
806,alpha-methyl-p-tyrosine,cervix carcinoma stage 0,0,0,0,0,0
807,alpha-methyl-p-tyrosine,cheilosis,0,0,0,0,0
808,alpha-methyl-p-tyrosine,diarrhoea,1,0,1,1,1
809,alpha-methyl-p-tyrosine,enterocolitis,0,1,0,0,0
810,alpha-methyl-p-tyrosine,galactorrhoea,1,1,1,1,1
811,alpha-methyl-p-tyrosine,gastrointestinal pain,1,1,1,1,1
812,alpha-methyl-p-tyrosine,hypersensitivity,1,0,1,1,1
813,alpha-methyl-p-tyrosine,metastases to peritoneum,0,0,0,0,0
814,alpha-methyl-p-tyrosine,nasal congestion,1,0,1,1,1
815,alpha-methyl-p-tyrosine,oedema peripheral,1,0,1,1,1
816,alpha-methyl-p-tyrosine,swollen tongue,0,1,0,0,0
817,alpha-methyl-p-tyrosine,tympanic membrane disorder,0,0,0,0,0
818,alpha-methyl-p-tyrosine,urticaria,1,1,1,1,1
819,alpha-methyl-p-tyrosine,vessel puncture site haemorrhage,0,0,0,0,0
820,alprazolam,back pain,1,1,1,1,1
821,alprazolam,band neutrophil count increased,0,0,0,0,0
822,alprazolam,chest pain,1,1,1,1,1
823,alprazolam,completed suicide,1,1,1,1,1
824,alprazolam,disorientation,1,1,1,1,1
825,alprazolam,hodgkin's disease lymphocyte predominance type stage unspecified,0,0,0,0,0
826,alprazolam,infection,1,0,0,1,1
827,alprazolam,laryngeal pain,1,0,0,1,1
828,alprazolam,mediastinitis,0,0,0,1,0
829,alprazolam,mood swings,1,1,1,1,1
830,alprazolam,nitrogen balance negative,0,0,0,0,0
831,alprazolam,oedema peripheral,1,0,0,1,1
832,alprazolam,oesophageal achalasia,0,0,0,0,0
833,alprazolam,pupillary deformity,0,0,0,0,0
834,alprazolam,rash,1,1,1,1,1
835,alprazolam,rash erythematous,0,1,1,0,0
836,alprazolam,tuberculosis,0,0,0,0,0
837,alprazolam,ventricular tachycardia,0,0,0,1,0
838,alprazolam,weight decreased,1,0,0,1,1
839,alprazolam,wound infection,0,0,0,0,0
840,alx,abdominal pain upper,0,0,0,0,0
841,alx,application site eczema,0,0,0,0,0
842,alx,application site oedema,0,0,0,0,0
843,alx,blood alkaline phosphatase increased,1,0,1,1,1
844,alx,brain oedema,0,0,0,0,0
845,alx,congenital generalised lipodystrophy,0,0,0,0,0
846,alx,constipation,1,0,0,1,1
847,alx,decreased appetite,1,0,1,1,1
848,alx,dysgeusia,1,0,1,1,1
849,alx,fungal test positive,0,0,0,0,0
850,alx,hair texture abnormal,0,0,0,0,0
851,alx,hypercalcaemia,1,0,1,1,1
852,alx,hypercalciuria,1,0,1,1,1
853,alx,infestation,1,0,1,1,1
854,alx,injection site erythema,1,0,1,1,1
855,alx,malnutrition,1,0,1,1,1
856,alx,myoglobin urine present,0,0,0,0,0
857,alx,nephrolithiasis,1,0,1,1,1
858,alx,pyuria,0,0,0,0,0
859,alx,vein disorder,0,0,0,0,0
860,amantadine,acute respiratory failure,1,0,1,1,1
861,amantadine,aids dementia complex,0,0,0,0,0
862,amantadine,ataxia,1,0,1,1,1
863,amantadine,breast cancer male,0,0,0,0,0
864,amantadine,cardiac arrest,1,0,1,1,1
865,amantadine,cervical incompetence,0,0,0,0,0
866,amantadine,citrate toxicity,0,0,0,0,0
867,amantadine,delusion,1,0,1,1,1
868,amantadine,disturbance in attention,1,1,1,1,1
869,amantadine,dizziness exertional,0,0,1,0,0
870,amantadine,dyskinesia,1,1,1,1,1
871,amantadine,freezing phenomenon,0,0,0,0,0
872,amantadine,keratitis,1,0,1,1,1
873,amantadine,major depression,0,0,0,0,0
874,amantadine,mydriasis,1,0,1,1,1
875,amantadine,orthostatic hypotension,1,1,1,1,1
876,amantadine,paraesthesia,1,1,1,1,1
877,amantadine,post procedural complication,0,0,0,0,0
878,amantadine,secondary adrenocortical insufficiency,0,0,0,0,0
879,amantadine,sweat gland tumour,0,0,0,0,0
880,ambrisentan,acute promyelocytic leukaemia,0,0,0,0,0
881,ambrisentan,adenoma benign,0,0,0,0,0
882,ambrisentan,blood creatinine decreased,0,0,0,0,0
883,ambrisentan,breakthrough pain,0,0,0,0,0
884,ambrisentan,cough,1,0,1,1,1
885,ambrisentan,fluoride increased,0,0,0,0,0
886,ambrisentan,localised oedema,0,0,1,1,0
887,ambrisentan,nervous system disorder,1,0,1,1,1
888,ambrisentan,post procedural discharge,0,0,0,0,0
889,ambrisentan,pulmonary veno-occlusive disease,1,0,1,1,1
890,ambrisentan,radial nerve palsy,0,0,0,0,0
891,ambrisentan,rash,1,1,1,1,1
892,ambrisentan,respiratory failure,0,0,0,0,0
893,ambrisentan,sinusitis,1,0,1,1,1
894,ambrisentan,sleep disorder,1,0,1,1,1
895,ambrisentan,somnolence,0,0,0,0,0
896,ambrisentan,traumatic liver injury,1,0,1,1,1
897,ambrisentan,upper respiratory tract infection,1,0,1,1,1
898,ambrisentan,vomiting,1,0,0,1,1
899,ambrisentan,wheezing,1,0,0,1,1
900,amd3100,arterial thrombosis,0,0,0,0,0
901,amd3100,aspergillus infection,0,0,0,0,0
902,amd3100,blunted affect,0,0,0,0,0
903,amd3100,chloasma,0,0,0,0,0
904,amd3100,dry mouth,1,0,1,1,1
905,amd3100,erythrasma,0,0,0,0,0
906,amd3100,eye swelling,1,0,1,1,1
907,amd3100,fibroadenoma of breast,0,0,0,0,0
908,amd3100,gastrointestinal pain,1,0,1,1,1
909,amd3100,headache,1,0,1,1,1
910,amd3100,hyperhidrosis,1,0,1,1,1
911,amd3100,leukostasis,1,0,1,1,1
912,amd3100,nausea,1,0,1,1,1
913,amd3100,ovarian cyst,0,0,0,0,0
914,amd3100,progressive multifocal leukoencephalopathy,0,0,0,0,0
915,amd3100,syncope,1,0,1,1,1
916,amd3100,synovitis,0,0,1,0,0
917,amd3100,tumour cell mobilisation,1,0,1,1,1
918,amd3100,urticaria,1,0,1,1,1
919,amd3100,vascular rupture,0,0,0,0,0
920,amifostine,alkalosis hypochloraemic,0,0,0,0,0
921,amifostine,bedridden,0,0,0,0,0
922,amifostine,blood calcium decreased,1,0,1,1,1
923,amifostine,body temperature increased,1,0,1,1,1
924,amifostine,chills,1,1,1,1,1
925,amifostine,convulsion,1,0,1,1,1
926,amifostine,disability,0,0,0,0,0
927,amifostine,drooling,0,0,0,0,0
928,amifostine,fibroadenoma of breast,0,0,0,0,0
929,amifostine,fixed eruption,0,0,0,0,0
930,amifostine,fluid imbalance,0,1,0,0,0
931,amifostine,flushing,1,0,1,1,1
932,amifostine,hypertension,1,0,1,1,1
933,amifostine,hypocalcaemia,1,0,1,1,1
934,amifostine,laryngeal oedema,1,0,1,1,1
935,amifostine,photopsia,0,0,0,0,0
936,amifostine,pruritus,1,1,1,1,1
937,amifostine,somnolence,1,0,1,1,1
938,amifostine,sympathomimetic effect,0,0,0,0,0
939,amifostine,uterine enlargement,0,0,0,0,0
940,amikacin,albuminuria,1,1,1,1,1
941,amikacin,allergic oedema,0,1,0,0,0
942,amikacin,blindness,1,0,1,1,1
943,amikacin,body temperature increased,1,0,1,1,1
944,amikacin,deafness,1,1,1,1,1
945,amikacin,dermatitis,1,0,1,1,1
946,amikacin,echocardiogram abnormal,0,0,0,0,0
947,amikacin,fanconi syndrome acquired,0,1,0,0,0
948,amikacin,gastrointestinal neoplasm,0,0,0,0,0
949,amikacin,"hallucination, visual",0,0,0,0,0
950,amikacin,hypochloraemia,0,0,0,0,0
951,amikacin,hypotension,1,0,1,1,1
952,amikacin,microcephaly,0,0,0,0,0
953,amikacin,nausea,1,1,1,1,1
954,amikacin,necrotising fasciitis,0,0,0,0,0
955,amikacin,oliguria,1,1,1,1,1
956,amikacin,ototoxicity,1,1,1,1,1
957,amikacin,procedural hypertension,0,0,0,0,0
958,amikacin,tremor,1,0,1,1,1
959,amikacin,trigeminal neuralgia,0,0,0,0,0
960,amiloride,arthralgia,1,1,1,1,1
961,amiloride,diabetic retinopathy,0,0,0,0,0
962,amiloride,disturbance in sexual arousal,1,0,1,1,1
963,amiloride,dyspepsia,1,0,1,1,1
964,amiloride,essential tremor,0,0,0,1,0
965,amiloride,feeling abnormal,1,0,1,1,1
966,amiloride,flatulence,1,0,1,1,1
967,amiloride,foetor hepaticus,1,0,1,1,1
968,amiloride,gastrointestinal haemorrhage,1,0,1,1,1
969,amiloride,graft thrombosis,0,0,0,0,0
970,amiloride,haemorrhagic disorder,0,0,0,1,0
971,amiloride,hyperuricaemia,1,0,1,1,1
972,amiloride,lip haemorrhage,0,0,0,0,0
973,amiloride,nasal inflammation,0,0,0,0,0
974,amiloride,neutropenia,1,0,1,1,1
975,amiloride,penile oedema,0,0,0,0,0
976,amiloride,peripheral artery aneurysm,0,0,0,0,0
977,amiloride,peripheral artery thrombosis,0,0,0,0,0
978,amiloride,tachyarrhythmia,0,0,0,0,0
979,amiloride,vomiting,1,1,1,1,1
980,aminoglutethimide,acute psychosis,0,1,0,0,0
981,aminoglutethimide,adrenergic syndrome,0,0,0,0,0
982,aminoglutethimide,alveolitis allergic,1,0,1,1,1
983,aminoglutethimide,autoimmune hepatitis,0,1,0,0,0
984,aminoglutethimide,bone metabolism disorder,0,1,0,0,0
985,aminoglutethimide,decreased appetite,1,1,1,1,1
986,aminoglutethimide,dilatation ventricular,0,0,0,0,0
987,aminoglutethimide,formication,0,0,0,0,0
988,aminoglutethimide,gravitational oedema,0,0,0,0,0
989,aminoglutethimide,haematocrit decreased,1,1,1,1,1
990,aminoglutethimide,headache,1,1,1,1,1
991,aminoglutethimide,hepatotoxicity,1,1,1,1,1
992,aminoglutethimide,hirsutism,1,1,1,1,1
993,aminoglutethimide,onychomycosis,0,0,0,0,0
994,aminoglutethimide,precocious puberty,1,1,1,1,1
995,aminoglutethimide,pruritus,1,1,1,1,1
996,aminoglutethimide,somnolence,1,1,1,1,1
997,aminoglutethimide,tachycardia,1,1,1,1,1
998,aminoglutethimide,tuberculin test positive,0,0,0,0,0
999,aminoglutethimide,walking disability,0,0,0,0,0
1000,aminophylline,atrial tachycardia,1,1,1,1,1
1001,aminophylline,bronchial hyperreactivity,1,1,1,1,1
1002,aminophylline,bronchiectasis,0,0,0,0,0
1003,aminophylline,brugada syndrome,0,0,0,0,0
1004,aminophylline,bruxism,0,0,0,0,0
1005,aminophylline,cholestasis,0,1,0,0,0
1006,aminophylline,dyspepsia,1,1,1,1,1
